Img_3_1_1.jpg,Img_3_1_2.jpg,Img_3_1_3.jpg,Img_3_1_4.jpg,Img_3_1_5.jpg
1.300743,1.032213,1.2052237,0.686577,1.3685977
0.72668755,0.69409585,0.6661074,0.6799954,0.7884664
1.1884406,1.1800175,1.0408645,1.1327434,0.7440392
0.11657833,0.23188883,0.20748906,0.11549455,0.035361897
0.055141445,0.13967966,0.082862124,0.008006235,0.002753931
1.0743837,0.7302174,1.0919206,0.89786345,0.78470695
0.7377886,1.0059127,0.87318337,0.8447392,0.8421539
1.4025743,1.2399395,1.6680251,1.8725103,1.790249
0.20863985,0.09274405,0.04859621,0.10044928,0.06380563
0.615261,0.5860232,0.60185874,0.3406096,0.3829207
0.10772804,0.14296383,0.14836642,0.1708076,0.25881132
0.18097472,0.26894492,0.22863801,0.12251268,0.4400097
0.02865653,0.056097902,0.076408066,0.022601683,0.010284132
0.008132988,0.0030843555,0.0031911973,0.007813346,0.024862995
0.7136777,0.5541895,0.5662881,0.95225275,0.6533124
0.022470532,0.26456892,0.059925828,0.06134626,0.02955553
0.28644672,0.20235884,0.31640083,0.5001126,0.12504493
0.51237726,0.47603288,0.519521,0.3887063,0.5692708
0.9419205,0.7969129,1.1880894,1.0484916,0.9276795
0.2234833,0.24151674,0.21570891,0.48482972,0.28551808
0.10354739,0.038175877,0.09143703,0.12117357,0.22689578
0.5348949,0.58283335,0.8792275,0.7844679,0.10414358
0.48118892,0.52834564,0.58346444,0.46305862,0.26260114
0.4818197,0.30057532,0.43216804,0.23975784,0.15802677
0.6173554,0.80690074,0.83098924,0.25359508,0.556935
0.13068973,0.013301723,0.033875894,0.069394305,0.012113121
0.14832757,0.1752102,0.20814489,0.11464649,0.16898322
1.6907665,2.070604,1.6038426,1.3356496,1.8803874
0.043285444,0.0033369113,0.024807245,0.060520533,0.029858604
1.7368758,1.7915547,1.7374663,1.7984887,1.5744305
0.40872777,0.07222813,0.15199783,0.4561899,0.42686388
0.57463425,0.32805684,0.5483483,0.6292027,0.6212676
1.4437147,1.3625541,1.4453129,1.3296802,0.562833
1.8243483,2.1213315,1.8149459,1.9445994,1.502691
0.65300363,0.36933666,0.8331268,0.6350548,0.8616762
0.61179733,0.33353296,0.54504526,0.5566458,0.7825366
2.0002208,1.6947849,1.9175147,2.3854659,2.133014
0.48590645,0.2755533,0.61437196,0.119471334,0.23225218
0.07606694,0.03250346,0.03136716,0.02838019,0.005915121
0.12740564,0.20126058,0.06116694,0.055865332,0.18830772
1.5588932,0.8383951,1.3280277,1.1129793,1.5226686
2.8598604,2.6025255,3.7163363,2.8198957,4.090929
0.7873682,0.5796837,0.48941088,0.57483745,0.7610638
1.6879009,1.506877,1.6907994,1.6051942,1.5332642
0.6700173,0.32065699,0.46246538,0.5439705,0.371388
2.7354932,2.448102,2.0545914,1.6640787,1.490363
1.308423,1.0370492,0.78821796,1.1655202,0.54291195
0.32254198,0.0731137,0.20543599,0.19005547,0.050403513
0.19958927,0.5657287,0.35574302,0.28620172,0.29719114
0.15464804,0.22183627,0.3376928,0.19379881,0.101532586
0.50609016,0.3262483,0.3872855,0.3239494,0.32834125
0.16840559,0.06325365,0.331808,0.21510264,0.6472798
0.94996345,0.8906362,1.1864455,1.5359204,0.6260749
0.4174263,0.21255971,0.38922057,0.41892695,0.56059116
0.7125724,0.7801458,0.7858442,0.8098099,0.95915425
0.9033569,1.0782031,0.6617807,0.5910854,0.49531704
1.4160756,1.617997,1.2068917,0.96757257,1.2662141
1.3409724,1.350113,1.9047418,1.6110888,1.6473942
0.6095142,0.72906566,0.54780513,0.5531831,0.532001
0.0030956985,0.0,0.0,0.0,0.046615805
2.899478,3.222651,3.1481364,2.7765582,2.9037645
0.06513571,0.13970503,0.08865728,0.012070001,0.1124385
3.9169848,3.424336,3.703759,3.5762186,3.6949716
0.0,0.0,0.0009400431,0.0019310506,0.06553501
1.5918486,1.6947905,1.4045279,1.6105758,0.7686915
1.0237242,0.92087436,0.80313313,0.7979059,0.7715795
0.35110497,0.2516754,0.2880152,0.12263012,0.04744959
0.18816492,0.1557708,0.13021344,0.20359991,0.1754751
2.5694628,2.2323134,1.8737359,2.2927074,1.9479055
0.5901145,0.8370545,0.84550244,0.50135875,0.10215369
0.0,0.0,0.0,0.0066598537,0.0
1.0431643,0.66443604,0.6520399,0.5061851,0.52518237
2.6253984,2.8954475,2.4740477,2.0206025,2.2688854
1.0732062,0.61278874,0.92288977,0.86215866,0.7454013
2.1758256,1.5070754,2.0208824,1.3240001,1.2860676
0.4800619,0.12111438,0.11044016,0.065074034,0.17652327
1.0722699,1.3006806,1.0836489,1.1848209,0.46124792
0.7547847,0.9936697,0.89461875,0.8241829,0.8675459
0.37955168,0.44058928,0.32450342,0.2703001,0.25566173
3.3913443,4.030648,3.1195517,3.2454653,3.3067315
2.6290264,2.1531732,2.3541389,1.685699,1.5584255
0.0,0.0,0.0,0.0021982861,0.00049375393
0.98256475,0.9781372,1.3000965,0.90673506,0.55768955
1.2758392,1.2921019,1.1888764,0.9797827,1.8497171
0.27167782,0.01460071,0.14657718,0.27880538,0.2542951
3.1314714,2.7275026,2.859213,2.804902,2.9029925
0.085497886,0.028385356,0.018202407,0.034531705,0.053623356
0.18819034,0.12172636,0.18345453,0.11331952,0.27304253
0.04935602,0.0,0.00031173837,0.004632449,0.0025020507
0.03006652,0.026188836,0.03424519,0.054133028,0.09975476
0.7246633,0.14634877,0.28464204,0.65615356,0.5553943
1.0048336,0.6642443,0.82707447,0.82187986,0.60447806
0.97114825,0.9109782,1.3184179,0.378413,0.65775096
0.26129815,0.38459787,0.37407625,0.30045214,0.1972528
0.3349213,0.28159118,0.30477932,0.4672756,0.3746704
0.360409,0.4708785,0.36278778,0.5276392,0.31315175
0.022423564,0.2520873,0.038111985,0.0,0.05931974
0.9431589,0.59743166,0.86273813,0.40104064,0.31003764
0.9914531,0.68661964,0.68909657,0.8619321,1.2926888
0.15980318,0.29263082,0.23078732,0.16206852,0.012699338
0.7346689,0.8541044,0.7004595,0.99976707,0.9519295
0.54078054,0.6247277,0.58856314,0.19684017,0.27259627
2.5806515,2.6130347,2.2230177,1.9256544,1.61006
0.81315845,0.52948385,0.511024,0.63570046,0.42265552
0.14483826,0.16585863,0.3127342,0.02654903,0.19007382
1.0146531,1.4275826,1.3458954,0.6118583,0.7753799
0.074133836,0.075869456,0.339954,0.20976102,0.53747326
0.2513525,0.169391,0.24730803,0.35703224,0.20838337
0.02445768,0.0,0.044084646,0.08930206,0.01467557
0.74014693,0.66240966,0.33030412,0.58627504,0.49061102
0.0014430728,0.055563692,0.03217986,0.0,0.027074361
1.4627982,1.1191142,1.3148437,1.5342968,1.7247791
0.41213617,0.4383347,0.4704267,0.15575284,0.32001582
0.45686984,0.6612732,0.74874884,0.7935195,0.6956422
1.2150371,0.5695205,1.026088,0.55383843,0.5946821
0.9930842,0.5678899,0.8315745,0.84374815,1.0592337
2.0558016,2.2085967,2.4795473,2.295175,2.4968214
2.8922138,3.1320305,3.416869,2.809124,2.992028
0.005365984,0.011675794,0.013779914,0.0062236604,0.021479962
0.16171645,0.15536304,0.19962922,0.1392601,0.13406132
0.58098626,0.56534326,0.67903155,0.26267645,0.83126456
0.052227937,0.17230543,0.12218551,0.14218467,0.26302376
4.110873,3.8434594,3.8655944,4.0682125,3.6742127
0.09142863,0.043049205,0.21390246,0.3956193,0.3222008
1.3392562,1.7069213,1.4808289,1.9026412,1.6192985
1.2459164,0.7190229,1.0715398,0.8366788,0.7438775
0.050642382,0.17991142,0.099717036,0.054359116,0.0022489803
1.8467462,2.4280403,2.6458182,2.1610572,1.9998546
0.44174358,0.6569231,0.65991956,0.42050162,0.624822
0.28159204,0.3349066,0.33704048,0.65211844,0.30230078
0.7101572,0.26497298,0.1294127,0.5458012,0.114842184
0.0025089572,0.0012005894,0.0001484101,0.012222177,0.0
2.6504693,2.5023232,2.6205828,2.8720348,1.9163245
0.078027315,0.25431928,0.02562346,0.04061754,0.0792593
3.1299756,2.76167,2.8132088,2.6970232,2.264832
0.082956016,0.030705301,0.07576587,0.100870855,0.053732064
0.44884276,0.46491212,0.6474115,0.57884645,0.3737498
0.060741562,0.08706914,0.004652999,0.0074435053,0.11987082
0.15076816,0.29496515,0.26797408,0.0516843,0.07418439
0.32837856,0.47771364,0.48457146,0.16888587,0.047096003
1.2161962,1.1743934,1.4777933,1.5399978,1.3180339
0.43150342,0.13404639,0.16409443,0.030961284,0.14965399
0.56122804,0.9045891,0.59942305,0.6504145,1.004477
0.03419757,0.08160826,0.11887056,0.115570515,0.11657219
0.089301564,0.13369443,0.16925825,0.3137426,0.081521004
1.6986887,1.8100514,2.0593941,1.8789591,1.7266436
1.855154,1.1058315,1.6954749,2.0288315,1.3687938
0.15324041,0.014555581,0.054045927,0.11088657,0.0
0.2037016,0.59940726,0.25282583,0.1735745,0.36571565
0.6605361,0.74641347,0.43268505,0.8874328,0.34159535
0.33066213,0.25823423,0.2429816,0.161455,0.1915306
1.0981475,1.3860383,1.4133693,1.0707322,0.8512718
0.14148389,0.083297074,0.19523203,0.2662486,0.12305215
0.4448486,0.42176586,0.5198447,0.7725512,1.0982331
0.82686156,0.5619268,0.74594694,0.81829625,0.44816187
0.5791409,0.6590785,0.4952251,0.9664835,1.171457
0.16140586,0.122054175,0.28499314,0.07316193,0.10896571
0.24121808,0.17930211,0.22870253,0.13271728,0.18724275
0.70850897,0.46547905,1.0270277,1.1947184,0.70582724
0.055792075,0.068127215,0.066951,0.12086162,0.061825227
0.88534373,0.46151382,0.5023738,0.35851818,0.71175
0.46530563,0.17873448,0.13877398,0.6456159,0.060061555
0.53790516,0.13990727,0.38062477,0.73727715,0.08072345
0.34795812,0.43814275,0.34471908,0.3221403,0.33574298
2.4941075,1.8582361,1.9352347,1.6901276,1.81845
0.48180643,0.75398415,0.39769024,0.46292415,0.48986807
2.939678,2.346521,3.098469,2.344038,2.9323883
0.15086599,0.11902781,0.20148309,0.2040516,0.08658031
2.0032966,1.1757944,1.7408022,1.1713741,1.6005391
0.15652925,0.12730575,0.0659968,0.13563924,0.0318116
0.61776894,1.0142405,0.46672168,0.43651035,1.2724181
0.9111617,1.00406,0.8913426,0.9993696,1.3967726
0.7410163,0.9817703,1.1243956,0.82270765,0.6257762
1.4994768,1.6002172,1.036381,0.8018135,0.6045307
0.04781865,0.046355832,0.052116442,0.06903392,0.026601698
0.45599514,0.3339149,0.41424623,0.68888396,0.23470487
0.84920263,0.60867316,0.83838123,1.4260017,0.9052075
1.3321389,1.3614523,1.5583125,1.2034664,1.261161
1.834785,1.7318394,2.0290327,1.0182056,1.7087796
0.1796534,0.16547112,0.2819429,0.22614343,0.20835952
0.0620718,0.0012583501,0.05616264,0.00090571446,0.0012389957
1.2106044,1.4836997,1.3968135,1.4806464,1.2671224
1.4347706,1.980691,1.9202732,1.3321457,1.683972
0.022050459,0.09917292,0.049740504,0.0066177384,0.023951942
0.013300475,0.04732734,0.019542487,0.003368022,0.0145533355
2.7904625,2.6853433,2.318972,1.6574044,2.80515
1.501535,1.8243037,1.9581789,1.1788694,1.3011615
4.072814,4.147954,3.8443968,3.7269804,2.9655643
0.9912498,0.70796096,0.44752848,0.5428315,0.38227287
1.155491,1.4467813,1.060742,0.82037354,0.5654386
1.6206828,2.0325727,1.8462696,1.725008,1.1386583
0.18575516,0.15004553,0.15148582,0.06848627,0.15871266
0.07363018,0.026010426,0.11366281,0.06043216,0.21846206
1.2066944,0.72250926,0.9772815,0.4328734,1.00533
0.0033384743,0.0,0.04909503,0.0018787795,0.0
0.28885266,0.29298162,0.504127,0.41240677,0.031031594
1.0270228,1.6793959,1.6359838,1.8862092,1.2569064
0.28338492,0.09528329,0.18225941,0.11008501,0.14629573
0.036438197,0.007982199,0.1353698,0.025736663,0.1605031
0.18425113,0.14635928,0.06326692,0.41555917,0.40781373
0.34710592,0.26402032,0.11151825,0.12872487,0.053133044
0.12422659,0.0868596,0.15726209,0.10752628,0.053336117
2.1037066,2.3855197,2.44217,1.9669194,2.3583264
1.6914413,1.1325787,1.1463732,0.9896841,1.0115473
1.3397604,1.3171065,1.3948033,1.1653513,1.3617669
0.40725428,0.24463487,0.30653575,0.18870148,0.22669634
1.0782515,1.0349147,0.8718149,1.0228268,1.0735366
0.48338842,0.7356081,0.7504206,0.9020561,0.30160215
1.762597,1.6265355,1.6825166,1.3239262,1.7737644
0.004538651,0.0033777796,0.0,0.028065445,0.079637975
0.61560386,0.7495883,0.4206283,0.42671466,0.7030453
0.5045856,0.11378057,0.31995764,0.16879883,0.025099263
1.215567,0.57556415,1.2809752,1.3880332,1.1479063
1.4088935,1.099278,1.0930941,1.2086282,1.7205468
0.24065825,0.7091416,0.323308,0.19611669,0.30581445
1.7679862,1.1811856,1.153903,1.2152365,0.75403094
1.0005459,1.1385626,1.3063288,1.138762,1.0919698
0.26909453,0.24305955,0.25778505,0.19530918,0.03389264
0.58474016,0.9019303,1.0294997,0.347835,0.69695944
0.008418403,0.02849537,0.10136435,0.027785858,0.010160511
0.6043996,0.4642896,0.62619126,0.15320656,0.25540724
0.99323887,1.2052113,1.3065908,1.0224721,0.62339985
0.044364903,0.06901529,0.07042102,0.105753064,0.27975687
1.2133709,0.933265,1.0841303,1.0514218,0.91681284
1.5545572,1.5354404,1.1818494,1.131067,1.4498383
2.1970153,1.5648133,1.5111858,1.7703401,0.8308912
0.13920651,0.13685206,0.04824823,0.11405105,0.061305173
0.29504755,0.44235682,0.2729426,0.51052314,0.13821404
1.6768696,1.3463007,0.8368661,0.6906164,1.6195143
0.97483575,1.2244427,1.1163758,1.0799236,0.99640596
3.4329028,2.7531197,3.015106,3.0471666,2.4265761
0.36969697,0.3058431,0.36837795,0.2482677,0.17613436
1.6145453,0.84768397,0.836891,0.926224,0.87911093
0.51242924,0.45343313,0.5770628,0.74076927,0.69646
2.273981,2.2159777,1.6971455,1.2766079,1.8083771
1.2840194,0.7919307,1.2084934,1.3714715,1.6912726
1.0294632,0.8259933,1.15107,0.76091707,0.7248401
0.17566986,0.40493622,0.103152364,0.13941231,0.4517767
0.57633746,0.4387265,0.6330869,0.75776184,0.5614342
0.34630582,0.1061016,0.01805014,0.2390587,0.04952982
1.1400476,1.149148,1.1219707,0.85744786,0.59086347
0.13367787,0.16687481,0.018463897,0.0,0.2320396
0.31911677,0.22998042,0.05808579,0.20329976,0.2993602
2.0549183,2.1964018,2.1707954,1.8900075,1.952497
0.6808395,0.560477,0.5566759,0.5856317,0.81132185
0.89379704,1.1958996,1.2569066,1.4150438,0.80428755
0.7829981,0.94454086,0.7190816,0.90544975,0.7993784
0.53549397,0.48824582,0.5130635,0.2869088,0.5248152
0.0032592537,0.0,0.010281723,0.0007417664,0.013981486
2.5073092,2.0692096,2.4471834,2.0052478,2.5833864
1.8976276,2.460632,2.3174434,2.361841,1.8902354
0.07710343,0.14136764,0.103124216,0.21288384,0.3057945
0.8819606,0.8059044,0.921357,1.4662477,0.437994
1.0154196,0.8204287,0.5193927,0.7744838,1.4589481
1.9212905,2.151844,2.4187431,1.7638592,2.3495293
0.86650497,0.6724061,0.79851586,0.74795717,1.1507307
0.55263984,0.6148708,0.5409847,0.6309672,0.54279834
0.15807024,0.10704033,0.120010436,0.036439847,0.0
0.1291071,0.09042717,0.069212206,0.12185565,0.053575896
0.04506639,0.016646843,0.023075277,0.0052141314,0.014896909
0.7910281,1.2719331,1.1383011,1.0979353,1.0749623
0.049104072,0.05127022,0.07060864,0.041400198,0.24958456
0.8049887,0.76920056,0.7960279,0.9574829,0.6575986
0.6833051,0.69325,0.64865476,0.6276358,0.15920274
0.23811303,0.15527765,0.23358248,0.3056505,0.41577506
2.1751997,2.0048463,1.9285574,2.021902,1.7603306
0.2702863,0.46839586,0.5516916,0.7355601,0.60099256
0.1153122,0.29760492,0.11272208,0.1561999,0.18042058
0.0771685,0.12674841,0.23445639,0.17856872,0.28783014
1.9254104,2.1836057,1.9578823,2.026332,2.2666683
0.68192214,0.62248343,0.65358686,0.6841841,1.3326325
0.06800588,0.07129116,0.0791291,0.033476755,0.13080096
1.6499686,2.1459255,1.9092366,1.2805954,1.3845972
1.1445189,1.185781,0.9876164,1.5099066,1.116648
0.6059473,1.0239211,0.90914106,0.5403394,0.27002087
0.023498377,0.0,0.0,0.10867663,0.003266283
0.39590585,0.47383398,0.7686037,0.5045847,0.84297264
0.054128185,0.21682931,0.07848273,0.084184766,0.1632822
0.044522557,0.0045403233,0.0019016817,0.013051816,0.17898351
1.1439904,1.1774044,1.1616017,0.898561,1.014928
0.02446977,0.058654975,0.34446707,0.17465606,0.054839402
0.059367582,0.060231987,0.050989803,0.10779663,0.13531038
0.20713249,0.23958609,0.11496817,0.024222564,0.56600404
1.65834,1.1531383,1.4683626,1.8913275,1.6227269
0.3296638,0.15548897,0.2519337,0.33873776,0.45690748
1.9491917,2.065553,2.0418255,1.9367864,1.085063
1.0503567,0.9125672,1.856202,0.7225344,0.8268229
0.7639499,0.8143123,1.188885,1.3001564,0.817435
0.55229,0.35197857,0.3618629,0.71274585,0.439964
1.4833573,1.0171019,1.2251183,0.9936347,0.6016791
0.007560137,0.16641223,0.14677739,0.13837764,0.08415616
2.3826635,2.6750531,2.1110508,2.353961,1.992392
1.6277354,1.6637208,1.681078,1.3802199,1.0948452
0.86676985,0.28676715,0.5508448,0.3045319,0.29415563
1.152833,0.98750174,1.0352672,0.6108566,1.1132208
0.043715592,0.0,0.025056131,0.015768338,0.026216378
0.30642235,0.51649827,0.15788703,0.2202005,0.37633434
0.421071,0.3212631,0.5369532,0.53588367,0.30221507
1.182219,1.1543168,0.9805239,1.3405344,1.5430133
0.037559412,0.005847694,0.004704297,0.007574534,0.028252944
0.139798,0.15129957,0.19280152,0.19664696,0.14326182
1.3063279,1.2207042,1.8830206,1.7128936,0.9895942
1.2007072,1.6101866,1.1224474,1.3633215,1.6913561
0.18944624,0.27125823,0.34026593,0.12228223,0.07674218
0.55292606,0.5719073,0.648764,0.3383115,0.4510473
0.01919534,0.0012567177,0.034917835,0.03823458,0.08056096
1.7300211,1.5218779,2.4401822,1.4734846,2.0676606
1.7347544,1.2816824,1.2940177,1.5790623,1.0401877
0.5930046,0.810022,0.77033114,0.4942687,0.70414305
2.4114568,2.9724436,2.2111025,2.1117582,2.07448
0.79895425,0.45584005,0.8127385,0.7512118,0.21653984
0.16278459,0.1867164,0.33967108,0.13717169,0.19963224
1.0433229,1.7123494,1.5620244,1.0129622,1.0286485
2.058513,1.7442844,2.0362284,1.9509718,2.3003385
1.0821258,0.86789876,1.324079,0.7049418,0.9430928
0.898933,1.5829835,1.3593404,0.87775683,0.8446641
1.1691881,1.2258661,0.97459257,0.9603974,0.9398361
1.3154876,1.4949174,1.6428372,1.4432358,1.2157471
0.13605347,0.04324745,0.019408245,0.12040039,0.003717469
0.26414472,0.124660045,0.090833545,0.11855017,0.15769194
0.65578735,0.99577004,0.91377175,0.49945804,0.81649214
0.5579702,0.84927845,0.7480072,1.1154277,0.6678223
0.26141018,0.25831905,0.2049637,0.39298093,0.34850553
0.10248569,0.040354088,0.16430376,0.21601465,0.20375253
0.10120356,0.15346487,0.1474364,0.06995328,0.12729892
2.1292143,2.7128928,2.4214902,1.3403385,1.6875046
1.4311069,1.2325677,1.5688651,1.094393,1.4138342
0.709423,0.66319424,0.75229055,1.1869442,0.82381594
0.34017533,0.51228046,0.15545401,0.14690661,0.28436178
0.22982678,0.08561508,0.12758382,0.05827714,0.08271265
0.07433966,0.031140234,0.025480734,0.039737895,0.0077774003
0.72732794,0.5316209,0.74860764,0.422549,0.34015092
0.40384167,0.17764685,0.31619555,0.2632143,0.1520985
0.13783751,0.077232994,0.05553819,0.098479554,0.1604206
1.8805228,1.7292907,1.4706155,1.1820095,1.4575404
1.2316542,0.91085005,1.1607966,0.7907415,0.64728224
0.90794474,0.75857884,0.6459714,0.78403133,1.1020018
0.14870492,0.19484861,0.32698274,0.245501,0.084205985
1.2402935,0.9152105,0.8817325,0.6698259,1.1744767
0.69244987,0.46458438,0.83461094,0.90492934,0.31954345
0.7913359,0.86617136,1.0530117,0.65387464,1.0356989
0.6136152,0.5728581,0.25737935,0.16417181,0.13570847
0.1562233,0.1745694,0.0030068986,0.068256795,0.44718438
0.019798912,0.019427067,0.10937458,0.010980959,0.09675882
1.8892648,2.0769844,2.3110228,2.122143,1.6825341
0.14777188,0.080339424,0.057853457,0.11128587,0.035572555
0.34376746,0.22582255,0.39267448,0.121646345,0.30759162
1.0226312,0.61359394,1.3035461,0.6127883,0.49989247
0.018579012,0.0,0.0,0.006840809,0.029293202
0.03532086,0.0029102545,0.025259875,0.03428245,0.0033907604
1.6706399,1.7702285,0.97539085,1.8356725,1.6402502
0.03562393,0.0,0.012157691,0.021589914,0.0010175303
2.3557718,2.683022,2.2322526,1.9894309,2.0861738
0.2132341,0.17751934,0.12833543,0.064573325,0.10954478
2.5698206,2.6847007,2.170586,2.96239,2.831944
0.2446411,0.4732152,0.85899884,0.6275925,0.28002563
0.4101665,0.40169978,0.333075,0.7247517,0.48947954
0.9439441,0.9136104,0.9616895,1.0579598,1.1954805
0.95508295,1.3761383,1.8896362,1.7006236,1.839452
1.0613939,0.88261867,0.9330597,0.76585335,1.1377252
0.06849622,0.04954265,0.022244986,0.0019564715,0.135138
1.1653112,1.2712922,1.1558198,0.45591947,0.9982939
0.34056953,0.10452246,0.1629292,0.24503146,0.10847714
0.2988759,0.4527878,0.24588744,0.54341364,0.3296791
0.01743171,0.18193737,0.32029468,0.020465055,0.041691367
0.3425585,0.1614489,0.5460375,0.20166005,0.19092491
0.046652917,0.019223053,0.0,0.01603119,0.12113852
3.7293272,3.31004,3.5269535,3.4259958,2.6450074
0.07734263,0.12186235,0.06520607,0.023602292,0.111457475
1.4238791,0.9510852,1.3105553,1.0805795,1.5052527
0.78416,0.7323052,0.611614,0.6042557,0.4983199
0.9225245,0.85944045,0.9938364,0.9400136,1.2878793
0.30471632,0.2296508,0.23893256,0.46416783,0.36294883
0.49193653,0.16208754,0.12878849,0.24648772,0.23219712
1.047279,0.9723801,0.6987282,1.2512473,1.0173464
0.3256041,0.3057503,0.5737623,0.22741656,0.1995613
